text,label
@AtendimentoRuim Ramen veio deplorável e o suporte do iFood não resolveu nada. quero meu dinheiro de volta #nuncaMais #fome,negative
"peço lasanha aqui quando não tem nada melhor. é nada demais sempre, constante pelo menos @Almoco #almoço #comida",neutral
Cachorro quente uma piada de mau gosto e ainda por cima roubaram no preço. decepção total @iFoodBrasil #procon #nuncaMais,negative
@ReclameAQUI Bolo com pimenta demais. Impossível comer 😠 #decepcao #procon,negative
Porção minúscula de cuscuz e muito caro pra pouca comida. não volto nunca mais @iFoodBrasil #fome #nuncaMais,negative
"@iFood Peço nhoque aqui quando não tem nada melhor. É é o que é sempre, constante pelo menos #delivery #jantar",neutral
"@ZehDelivery Olha, esse sashimi é impecável! peçam sem medo #recomendo #sextou",positive
"Comida bem quente ainda, nada vazou. Pudim show! @RestauranteFavorito #amominhavida #sextou",positive
sorvete decepcionante! 0 estrelas se pudesse @ProconSP #procon #fome,negative
"caramba, achei plástico no meu costela! sem noção 😠 fiquei p da vida @iFoodBrasil #procon #descaso",negative
@ProconSP Paguei R$60 num bauru que não vale nem R$15. Lixo! #nuncaMais #decepcao,negative
@ProconSP Restaurante cancelou meu macarrão depois de 40 min esperando. nota 0 #procon #fome,negative
@Almoco yakisoba nada demais. sem mais #almoço #comida,neutral
@RestauranteFavorito Espetinho melhor que já comi! 5 estrelas merecidas #amominhavida #sextou,positive
@RestauranteFavorito Marmita magistral! nota 10 merecida #sextou #fome,positive
@iFoodBrasil prato executivo nojento! 🤮 #nuncaMais #decepcao,negative
"@Almoco porção de calabresa igual qualquer outro do bairro. na média, sem destaque #ok #jantar",neutral
"@Delivery strogonoff igual qualquer outro do bairro. aceitável, sem destaque #jantar #comida",neutral
"comida temperatura perfeita, tudo organizadinho. macarrão sensacional! @ZehDelivery #perfeito #sextou",positive
Crepe delicioso @ZehDelivery #perfeito #amominhavida,positive
Bobó de camarão nada demais. @Fome #ifood #delivery,neutral
Pedi nhoque e veio lasanha. Absurdo! passem longe @AtendimentoRuim #nuncaMais #indignado,negative
pedido de madrugada e mesmo assim o quibe veio maravilhoso. chegou em 15 min! @ZehDelivery #delicia #recomendo,positive
@AtendimentoRuim Embalagem aberta! Tutu de feijão todo amassado. passem longe #decepcao #nuncaMais,negative
Não esperava muito mas o pizza me surpreendeu demais! Divino  kkk @iFood #comidaboa #fome,positive
@iFood Entrega rápida pelo menos. Cuscuz básico 🤷 #comida #ok,neutral
"@RestauranteFavorito Tudo organizadinho, chegou quentinho, sorvete com sabor maravilhoso. Nota 10! #amominhavida #recomendo",positive
"@BurgerKingBR pudim top, chegou voando, barato pelo que entrega  #fome #perfeito",positive
@SushidaEsquina amigo indicou esse esfirra e realmente é nota mil. vou pedir sempre #perfeito #delicia,positive
@Almoco X-tudo até que tava bom mas tempero fraco. sem mais #ok #ifood,neutral
"@iFoodBrasil tapioca nada a ver com a foto do cardápio. ridículo, pouca comida. passem longe #indignado #nuncaMais",negative
@Fome Meus amigos adoram o beirute daqui mas eu acho na média. Vai de cada um enfim #jantar #ok,neutral
@ZehDelivery já é a quinta vez que peço sushi aqui. sempre impecável! #comidaboa #delicia,positive
X-tudo veio mal passado! Quase passei mal @iFoodBrasil #fome #descaso,negative
@PizzaFria Pedi cachorro quente e veio esfiha aberta. Inaceitável! 😡😡 #pessimo #nuncaMais,negative
"x-tudo nada a ver com a foto do cardápio. absurdo, pouca comida. quero meu dinheiro de volta @ReclameAQUI #nuncaMais #procon",negative
Pastel sensacional! show de bola @Mcdonalds_BR #sextou #comidaboa,positive
@Mcdonalds_BR não esperava mt mas o temaki me surpreendeu demais! melhor que já comi #perfeito #delicia,positive
"@ProconSP Meu, achei sujeira no meu kafta! Nojento fiquei p da vida #nuncaMais #fome",negative
"@ProconSP Ai ai, achei plástico no meu feijoada! Terrível 🤮 0 estrelas se pudesse #decepcao #descaso",negative
@Almoco coxinha serve. fazer o que #ifood #jantar,neutral
primeira vez pedindo dadinhos de tapioca aqui e já virou favorito. nota mil! vou pedir sempre kk @BurgerKingBR #recomendo #fome,positive
dadinhos de tapioca veio absurdo e o suporte do ifood não resolveu nada. nunca mais peço @iFoodBrasil #indignado #procon,negative
@AtendimentoRuim churrasco no box com gosto de queimado. impossível comer 💔 #nuncaMais #fome,negative
@AtendimentoRuim tapioca decepcionante! passem longe #pessimo #descaso,negative
Brownie melhor que já comi @iFood #amominhavida #comidaboa,positive
@Almoco Esperava melhor do pizza 4 queijos mas veio não empolga. fazer o que #jantar #comida,neutral
"@Fome peço sorvete aqui quando não tem nada melhor. é tanto faz sempre, constante pelo menos #comida #ifood",neutral
@RestauranteFavorito pedi fraldinha pra família toda e todo mundo adorou! delicioso. parabéns ao chef 👨‍🍳 ahahah #recomendo #perfeito,positive
"@Fome não é ruim mas tbm não é bom. sashimi mediano, normal #comida #ifood",neutral
@ZehDelivery arroz carreteiro melhor que já comi #recomendo #fome,positive
pizza calabresa básico. enfim @Almoco #ifood #comida,neutral
amigo indicou esse coxinha e realmente é surreal. melhor do bairro @BurgerKingBR #sextou #perfeito,positive
"@iFood Tá louco, esse strogonoff é surpreendente! 10/10 sem dúvidas kk #perfeito #fome",positive
"@RestauranteFavorito comida bem quente ainda, embalagem top. uramaki impecável! #delicia #perfeito",positive
primeira vez pedindo panqueca aqui e já virou favorito. divino! voltarei com certeza ahahah @BurgerKingBR #comidaboa #perfeito,positive
@Fome Polenta frita até que tava bom mas preço meio alto. fazer o que #jantar #delivery,neutral
@BurgerKingBR Muito bem servido e sabor magistral. Preço honesto. podem pedir #comidaboa #sextou,positive
@Fome Meus amigos adoram o pão de queijo daqui mas eu acho mais ou menos. Vai de cada um blz rsrs #ifood #comida,neutral
"@iFood sei lá, torresmo nada demais. n tenho muito o que falar enfim #jantar #ifood",neutral
@AtendimentoRuim Pedi esfirra e veio combo família. Pedido trocado! n recomendo #nuncaMais #indignado,negative
pedido de madrugada e mesmo assim o polenta frita veio top demais. entrega impecável! kkkkk @iFood #sextou #perfeito,positive
@SushidaEsquina Gyoza maravilhoso! voltarei com certeza #amominhavida #fome,positive
restaurante cancelou meu yakisoba depois de 60 min esperando. passem longe @ReclameAQUI #fome #decepcao,negative
"churrasco no box top, delivery surpreendeu, preço honesto  ❤️ @ZehDelivery #amominhavida #delicia",positive
Veio pouco de macarrão e roubaram no preço. uma piada @PizzaFria #indignado #pessimo,negative
@iFoodBrasil Embalagem aberta! Bolinho de bacalhau todo destruído. péssima experiência #pessimo #procon,negative
Amigo indicou esse frango à passarinho e realmente é incrível. super recomendo @BurgerKingBR #recomendo #sextou,positive
@iFood Wrap com tempero perfeito e entrega rápida. 🤤👏 #amominhavida #perfeito,positive
"@RestauranteFavorito Sábado à noite pedi panqueca e não me arrependi! Perfeito, entrega super rápida. parabéns ao chef 👨‍🍳 kkk #sextou #delicia",positive
Primeira vez pedindo isca de frango aqui e já virou favorito. Absurdamente bom! recomendo demais 👏 @Mcdonalds_BR #comidaboa #sextou,positive
@Mcdonalds_BR Poke bowl sublime! 🤤👏 kkkkk #perfeito #recomendo,positive
Vieram com bilhetinho fofo e o macarrão tava 10/10! Que atendimento ❤️ @Mcdonalds_BR #perfeito #amominhavida,positive
"Melhor costela que já pedi no iFood. Maravilhoso, delivery nota 10 @ZehDelivery #recomendo #delicia",positive
"@Delivery Parmegiana igual qualquer outro do bairro. Razoável, sem destaque #almoço #ok",neutral
Pedi sorvete e veio tutu de feijão. Tudo errado! passem longe @PizzaFria #procon #fome,negative
@Almoco entrega rápida pelo menos. fraldinha meh blz #ifood #almoço,neutral
"@ProconSP Demorou horrores, chegou frio. Virado à paulista decepcionante. quero meu dinheiro de volta #descaso #fome",negative
Entrega rápida pelo menos. Dadinhos de tapioca mais ou menos normal @Almoco #comida #almoço,neutral
"@Delivery Peço caldinho de feijão aqui quando não tem nada melhor. É nada demais sempre, constante pelo menos kk #jantar #ifood",neutral
Nhoque até bom mas roubaram no preço. No geral sem sal sem açúcar @Delivery #ifood #almoço,neutral
"@RestauranteFavorito frango à passarinho top, delivery nota 10, preço honesto  #recomendo #amominhavida",positive
@Mcdonalds_BR Palha italiana divino! continuem assim! kkk #perfeito #fome,positive
"@ZehDelivery comida chegou quentinho, embalagem caprichada. wrap sublime! #fome #recomendo",positive
esperava menos do panqueca mas veio nada demais. normal @iFood #jantar #comida,neutral
"@iFood delivery surpreendeu, poke bowl chegou demais. vou pedir sempre #amominhavida #delicia",positive
"gente, esse marmita é nota mil! continuem assim! @ZehDelivery #comidaboa #sextou",positive
"Motoboy gente boa demais, tropeiro chegou surpreendente. ❤️🔥 @RestauranteFavorito #amominhavida #comidaboa",positive
Bobó de camarão até que tava bom mas podia ser maior. nada a declarar @iFood #comida #almoço,neutral
@Almoco Pastel ok. #ifood #comida,neutral
"Pedi tropeiro por falta de opção. Veio sem sal sem açúcar, nada que me faça pedir de novo @Delivery #ok #delivery",neutral
Pizza doce tanto faz. @Fome #comida #ifood,neutral
"@Almoco uramaki quase bom, falta criatividade. nada demais #comida #ifood",neutral
"@ReclameAQUI Panqueca nada a ver com a foto do cardápio. Intragável, veio pouco. não recomendo #nuncaMais #pessimo",negative
"pqp, esse virado à paulista é sublime! nota 10 merecida @RestauranteFavorito #comidaboa #perfeito",positive
Veio bastante e sabor fantástico. Preço honesto. ❤️🔥 @BurgerKingBR #perfeito #fome,positive
pizza com tempero perfeito e porção generosa. peçam sem medo @iFood #recomendo #perfeito,positive
@ReclameAQUI veio pouco de churrasco no box e muito caro pra pouca comida. decepção total #fome #pessimo,negative
"@BurgerKingBR Melhor panqueca que já pedi no iFood. Show, chegou em 15 min #comidaboa #perfeito",positive
"@SushidaEsquina chegou em 15 min, churrasco no box chegou excelente. parabéns ao chef 👨‍🍳 #comidaboa #sextou",positive
"Pedi lasanha por falta de opção. Veio normal, nd que me faça pedir de novo @Delivery #ifood #almoço",neutral
@ProconSP Burrito veio uma tristeza e o suporte do iFood n resolveu nada. 👎👎 #procon #fome,negative
"yakisoba veio parecido com a foto, sabor nada demais. blz @iFood #ok #jantar",neutral
@ReclameAQUI brownie veio cru por dentro! quase passei mal #nuncaMais #descaso,negative
@iFoodBrasil atrasou tanto q desisti quase e o poke bowl chegou horrível. vou denunciar #indignado #nuncaMais,negative
"@Delivery frango à passarinho igual qualquer outro do bairro. tanto faz, sem destaque #delivery #ifood",neutral
"Dadinhos de tapioca nada a ver com a foto do cardápio. Vergonhoso, pouca comida. não volto nunca mais @ReclameAQUI #pessimo #procon",negative
Porção generosa e sabor fora de série. Custo benefício ótimo. show de bola @iFood #fome #comidaboa,positive
"@Fome Não é ruim mas tbm não é bom. Temaki aceitável, whatever #ifood #delivery",neutral
"Dei mais uma chance pro wrap deles e de novo veio inaceitável. Dessa vez é definitivo, péssima experiência @PizzaFria #nuncaMais #descaso",negative
"@ZehDelivery Veio rapidinho, pizza 4 queijos chegou sublime. 5 estrelas merecidas #fome #amominhavida",positive
"@iFood Vixi, esse tropeiro é fora de série! já virou meu favorito #delicia #comidaboa",positive
Veio pouco de bolinho de bacalhau e não vale o preço. não volto nunca mais @ProconSP #fome #indignado,negative
"@iFoodBrasil Bah, achei cabelo no meu burrito! Vergonhoso 🤮 0 estrelas se pudesse #nuncaMais #fome",negative
@Mcdonalds_BR amigo indicou esse brownie e realmente é incrível. super recomendo #recomendo #perfeito,positive
@ZehDelivery tava morrendo de vontade de comer torresmo e esse tava 10/10! matou a vontade #sextou #recomendo,positive
"Sábado à noite pedi ramen e não me arrependi! Incrível, chegou voando. amei ❤️ @Mcdonalds_BR #amominhavida #delicia",positive
Pedi coxinha pra família toda e todo mundo adorou! Divino. 5 estrelas merecidas rs @SushidaEsquina #amominhavida #comidaboa,positive
"não é ruim mas tbm não é bom. fraldinha mediano, nada a declarar @Almoco #delivery #ifood",neutral
@Mcdonalds_BR Pedi arroz carreteiro pra família toda e todo mundo adorou! Delicioso. 😍😍 #delicia #fome,positive
"@Fome não é ruim mas tbm não é bom. milk shake ok, tanto faz #almoço #delivery",neutral
@ProconSP Isca de frango veio deplorável e o suporte do iFood não resolveu nada. fujam desse lugar #descaso #indignado,negative
Sashimi veio deplorável e o suporte do iFood não resolveu nada. 😡😡 @PizzaFria #decepcao #nuncaMais,negative
"comida chegou quentinho, tudo organizadinho. x-tudo nota mil! @iFood #amominhavida #fome",positive
porção generosa e sabor fantástico. barato pelo que entrega. continuem assim! ahahah @SushidaEsquina #comidaboa #delicia,positive
pedido de madrugada e mesmo assim o açaí veio chef's kiss. chegou antes do previsto! @BurgerKingBR #comidaboa #perfeito,positive
"@iFood Coxinha quase bom, falta capricho. Na média #delivery #ifood",neutral
@PizzaFria Costela sem condições e ainda por cima não vale o preço. lamentável #procon #decepcao,negative
@ProconSP Restaurante cancelou meu brownie depois de 30 min esperando. 😡😡 #fome #decepcao,negative
"Melhor pizza margherita que já pedi no iFood. Incrível, delivery surpreendeu @BurgerKingBR #delicia #recomendo",positive
"@iFood pedi virado à paulista por falta de opção. veio na média, nada que me faça pedir de novo #ifood #comida",neutral
"@iFood Sábado à noite pedi bolo e não me arrependi! Show, delivery nota 10. 10/10 sem dúvidas #recomendo #amominhavida",positive
Pizza doce com gosto de queimado. Impossível comer 😑 @ReclameAQUI #fome #indignado,negative
"@RestauranteFavorito pizza doce top, chegou em 15 min, custo benefício ótimo  💪 #comidaboa #recomendo",positive
Não esperava muito mas o nhoque me surpreendeu demais! Delicioso @SushidaEsquina #sextou #comidaboa,positive
veio bastante e sabor nota mil. vale cada centavo. recomendo pra geral @SushidaEsquina #amominhavida #sextou,positive
"Sábado à noite pedi combo família e não me arrependi! Incrível, entregador muito educado. amei ❤️ @iFood #perfeito #recomendo",positive
Comi esfirra e passei mal a noite toda. Comida estragada. vou denunciar @iFoodBrasil #descaso #fome,negative
@RestauranteFavorito Já é a quinta vez que peço pizza calabresa aqui. Sempre 10/10! #comidaboa #amominhavida,positive
Paguei R$48 num caldinho de feijão que não vale nem R$10. Péssimo! @PizzaFria #decepcao #fome,negative
Pedi pizza 4 queijos pra família toda e todo mundo adorou! Maravilhoso. amei ❤️ @ZehDelivery #amominhavida #fome,positive
"Pão de queijo serve, né @Delivery #jantar #delivery",neutral
quase 2 horas de espera e o esfirra chegou frio. 🤮 @ReclameAQUI #fome #pessimo,negative
Delivery uma vergonha e o sanduíche natural chegou péssimo. 👎👎 @ReclameAQUI #fome #indignado,negative
Pedi pudim e veio bobó de camarão. Absurdo! fiquei p da vida @ReclameAQUI #indignado #nuncaMais,negative
empada veio com sangue! quase passei mal 😤 @AtendimentoRuim #indignado #pessimo,negative
"@Fome peço bolo aqui quando não tem nada melhor. é normal sempre, constante pelo menos #ok #delivery",neutral
@PizzaFria Paguei R$55 num picanha que não vale nem R$20. Decepcionante! #fome #nuncaMais,negative
"@RestauranteFavorito embalagem caprichada, chegou quentinho, sushi com sabor de outro nível. nota 10! #fome #recomendo",positive
Delivery uma vergonha e o hot roll chegou frio. 😡😡 @ProconSP #decepcao #nuncaMais,negative
churrasco no box na média. blz @Almoco #almoço #ok,neutral
@AtendimentoRuim Hot roll com cheiro ruim. Péssimo! péssima experiência #procon #fome,negative
Já é a décima vez que peço açaí aqui. Sempre surpreendente! @iFood #comidaboa #delicia,positive
"Oxe, esse frango grelhado é vergonhoso! não volto nunca mais 😒 @ReclameAQUI #nuncaMais #pessimo",negative
"Nada vazou, bem quente ainda, yakisoba com sabor de cair o queixo. Nota 10! @iFood #fome #sextou",positive
@Almoco temaki até bom mas muito caro pra pouca comida. no geral aceitável #ifood #delivery,neutral
Veio todo revirado! Churros todo amassado. não volto nunca mais @ProconSP #decepcao #indignado,negative
"Milk shake quase bom, falta carinho. Serve @iFood #comida #ifood",neutral
"@ProconSP Dei mais uma chance pro pizza calabresa deles e de novo veio péssimo. Dessa vez é definitivo, 😡😡 #decepcao #nuncaMais",negative
Beirute até que tava bom mas preço meio alto. nada a declarar @Delivery #comida #almoço,neutral
@Mcdonalds_BR Opa! Esse pão de queijo me fez chorar de tão bom  super recomendo #recomendo #delicia,positive
"Nossa, achei inseto no meu caldinho de feijão! Uma piada de mau gosto 0 estrelas se pudesse @PizzaFria #descaso #pessimo",negative
Quantidade ridícula de cuscuz e preço absurdo. 0 estrelas se pudesse @ProconSP #procon #descaso,negative
@Mcdonalds_BR costela surpreendente! nota 10 merecida #delicia #sextou,positive
Caldinho de feijão até bom mas preço absurdo. No geral serve ahahah @Fome #comida #ifood,neutral
@iFood não esperava muito mas o dadinhos de tapioca me surpreendeu demais! fora de série #recomendo #perfeito,positive
"Bauru igual qualquer outro do bairro. Aceitável, sem destaque @Fome #comida #almoço",neutral
@iFood vieram com bilhetinho fofo e o açaí no copo tava sublime! que atendimento ❤️ #fome #amominhavida,positive
Tava morrendo de vontade de comer beirute e esse tava demais! Matou a vontade  ⭐ rs @ZehDelivery #fome #delicia,positive
risoto com aparência horrível. uma porcaria! nota 0 @PizzaFria #procon #pessimo,negative
bobó de camarão absurdamente bom! podem pedir @iFood #recomendo #fome,positive
"@iFoodBrasil Entregador foi grosso, comida gelada. Brigadeiro sofrível. não recomendo #procon #nuncaMais",negative
"@Almoco Não é ruim mas tbm não é bom. Torresmo mais ou menos, enfim #ok #almoço",neutral
"churros igual qualquer outro do bairro. meh, sem destaque @Delivery #comida #delivery",neutral
"Caldinho de feijão igual qualquer outro do bairro. Na média, sem destaque @Fome #delivery #ifood",neutral
Vieram com bilhetinho fofo e o sushi tava magistral! Que atendimento ❤️ kkkk @Mcdonalds_BR #delicia #recomendo,positive
Pedi porção de calabresa pra família toda e todo mundo adorou! Delicioso. não vão se arrepender @Mcdonalds_BR #fome #recomendo,positive
"@Delivery Macarrão veio parecido com a foto, sabor mais ou menos. blz #almoço #jantar",neutral
Arroz carreteiro top demais @iFood #amominhavida #recomendo,positive
"@ProconSP bicho, achei inseto no meu fraldinha! intragável 😒 uma vergonha #fome #decepcao",negative
@Delivery x-tudo tanto faz. 🤷‍♂️ #ifood #delivery,neutral
"Peço fraldinha aqui quando não tem nada melhor. É na média sempre, constante pelo menos @Fome #ok #almoço",neutral
porção generosa e sabor delicioso. custo benefício ótimo. 5 estrelas merecidas ahahah @BurgerKingBR #comidaboa #amominhavida,positive
Porção generosa e sabor magistral. Vale cada centavo. 5 estrelas merecidas kkkkkk @Mcdonalds_BR #amominhavida #sextou,positive
"@PizzaFria Motoboy jogou na porta, veio morno. Lasanha decepcionante. 0 estrelas se pudesse #decepcao #procon",negative
açaí com tempero especial e entrega rápida. vou pedir sempre @SushidaEsquina #delicia #sextou,positive
Tropeiro veio cru! Quase passei mal 👎 @ProconSP #descaso #nuncaMais,negative
"Bah, esse risoto é vergonhoso! vou denunciar 💩 @PizzaFria #descaso #indignado",negative
"@Mcdonalds_BR Oxe, esse salada é surreal! super recomendo #recomendo #perfeito",positive
"@Almoco sei lá, pizza doce dá pro gasto. n tenho muito o que falar é isso #jantar #delivery",neutral
"tapioca top, delivery surpreendeu, preço justo  @ZehDelivery #comidaboa #delicia",positive
@Almoco entrega rápida pelo menos. sashimi serve whatever #ifood #ok,neutral
Rapaz! Esse macarrão me fez chorar de tão bom  já virou meu favorito @ZehDelivery #delicia #amominhavida,positive
Porção generosa e sabor nota 10. Vale cada centavo. show de bola @ZehDelivery #comidaboa #amominhavida,positive
"@AtendimentoRuim shawarma nada a ver com a foto do cardápio. uma piada de mau gosto, fiqi com fome. não volto nunca mais #fome #pessimo",negative
@iFoodBrasil comi polenta frita e passei mal a noite toda. dor de barriga terrível. uma piada #pessimo #decepcao,negative
"@Mcdonalds_BR Eitaaa, esse cheesecake é de outro nível! vale muito a pena kkkk #delicia #amominhavida",positive
meus amigos adoram o salada daqui mas eu acho sem sal sem açúcar. vai de cada um whatever @Delivery #jantar #almoço,neutral
"@BurgerKingBR Sábado à noite pedi caldinho de feijão e não me arrependi! Divino, delivery nota 10. vale muito a pena #perfeito #delicia",positive
"@AtendimentoRuim Pedido incompleto, faltou a sobremesa. Temaki ainda veio terrível 😠 #nuncaMais #fome",negative
Pedido de madrugada e mesmo assim o açaí veio delicioso. chegou voando! @Mcdonalds_BR #comidaboa #amominhavida,positive
tropeiro até que tava bom mas entrega demorou. vida que segue @Delivery #almoço #ok,neutral
@iFoodBrasil Restaurante cancelou meu bolinho de bacalhau depois de 40 min esperando. péssima experiência #procon #pessimo,negative
"ai ai, esse combo lanche é lixo! lamentável 😡 @ProconSP #pessimo #fome",negative
"ramen top, entrega super rápida, custo benefício ótimo  🙏 @RestauranteFavorito #amominhavida #sextou",positive
"@AtendimentoRuim cara, achei inseto no meu beirute! inaceitável vou denunciar #procon #indignado",negative
@SushidaEsquina Porção de calabresa com tempero na medida e entrega rápida. show de bola #comidaboa #delicia,positive
meu! esse moqueca me fez chorar de tão bom  show de bola @BurgerKingBR #fome #sextou,positive
Muito bem servido e sabor impecável. Custo benefício ótimo. peçam sem medo @ZehDelivery #sextou #perfeito,positive
"@Fome temaki igual qualquer outro do bairro. razoável, sem destaque #jantar #ok",neutral
"Esfirra veio parecido com a foto, sabor tanto faz. 🤷‍♂️ kkkk @Delivery #ok #delivery",neutral
Tutu de feijão até que tava bom mas preço meio alto. fazer o que @Almoco #almoço #jantar,neutral
hot roll até bom mas não vale o preço. no geral ok @Delivery #ifood #almoço,neutral
"Bem embalado, bem quente ainda, tutu de feijão com sabor demais. Nota 10! @RestauranteFavorito #perfeito #recomendo",positive
Bauru até bom mas não vale o preço. No geral razoável kkkkkk @Delivery #jantar #ok,neutral
"pedi uramaki por falta de opção. veio é o que é, nada que me faça pedir de novo @Fome #delivery #ok",neutral
"@ZehDelivery Embalagem caprichada, chegou quentinho, wrap com sabor magistral. Nota 10! #sextou #comidaboa",positive
torresmo impecável kk @RestauranteFavorito #amominhavida #comidaboa,positive
@Mcdonalds_BR beirute com tempero diferenciado e entrega rápida. super recomendo #sextou #delicia,positive
"rapaz, esse picanha é fora de série! continuem assim! @Mcdonalds_BR #amominhavida #delicia",positive
@iFood Frango grelhado com tempero na medida e embalagem top. super recomendo #recomendo #delicia,positive
@Fome Wrap meh #delivery #ifood,neutral
"Comida bem quente ainda, embalagem caprichada. Costela top demais! @ZehDelivery #amominhavida #sextou",positive
"@Almoco sei lá, hambúrguer mais ou menos. n tenho muito o que falar tanto faz #delivery #ifood",neutral
"Demorou horrores, comida gelada. Tutu de feijão sem noção. 🤮 @ReclameAQUI #pessimo #descaso",negative
"@SushidaEsquina Chegou voando, frango grelhado chegou maravilhoso. top top top #comidaboa #sextou",positive
@Fome pastel até bom mas muito caro pra pouca comida. no geral ok #ifood #delivery,neutral
primeira vez pedindo torta salgada aqui e já virou favorito. chef's kiss! podem pedir @iFood #comidaboa #recomendo,positive
@BurgerKingBR Primeira vez pedindo feijoada aqui e já virou favorito. Espetacular! voltarei com certeza #delicia #comidaboa,positive
Entregador foi grosso e o poke bowl chegou revirado. não volto nunca mais @PizzaFria #fome #descaso,negative
amigo indicou esse pad thai e realmente é espetacular. show de bola @ZehDelivery #fome #delicia,positive
"@PizzaFria Dei mais uma chance pro moqueca deles e de novo veio inadmissível. Dessa vez é definitivo, 👎👎 #procon #fome",negative
"dei mais uma chance pro burrito deles e de novo veio uma porcaria. dessa vez é definitivo, nota 0 @ProconSP #nuncaMais #fome",negative
"@iFood comida temperatura perfeita, embalagem top. cuscuz absurdamente bom! #fome #recomendo",positive
cheesecake absurdo! decepção total @AtendimentoRuim #procon #indignado,negative
"@BurgerKingBR ai ai, esse strogonoff é magistral! melhor do bairro kkk #comidaboa #perfeito",positive
@iFood Churrasco no box com tempero perfeito e entrega rápida. 😍😍 #delicia #sextou,positive
"@iFood Melhor cachorro quente que já pedi no iFood. Espetacular, entrega impecável #fome #amominhavida",positive
"sorvete top, entregador muito educado, preço honesto  @BurgerKingBR #comidaboa #recomendo",positive
"@iFood não é ruim mas tbm não é bom. feijoada serve, foi isso #delivery #jantar",neutral
@ReclameAQUI Acarajé sofrível vou denunciar #procon #descaso,negative
@BurgerKingBR tava morrendo de vontade de comer ramen e esse tava sensacional! matou a vontade #fome #comidaboa,positive
Amigo indicou esse pão de queijo e realmente é 10/10. 😍😍 @iFood #amominhavida #fome,positive
@PizzaFria Pedi hambúrguer e veio sorvete. Tudo errado! 😡😡 #descaso #pessimo,negative
"peço pizza 4 queijos aqui quando não tem nada melhor. é normal sempre, constante pelo menos @iFood #almoço #ifood",neutral
tava morrendo de vontade de comer frango grelhado e esse tava surpreendente! matou a vontade  🙏 @iFood #fome #amominhavida,positive
@AtendimentoRuim fraldinha veio horrível e o suporte do ifood não resolveu nada. 😡😡 #pessimo #procon,negative
Sashimi: sabor básico mas chegou antes do previsto. Compensa mais pela entrega kkkk @Delivery #jantar #almoço,neutral
pastel surreal @RestauranteFavorito #amominhavida #comidaboa,positive
@iFood Tava morrendo de vontade de comer costela e esse tava delicioso! Matou a vontade #recomendo #fome,positive
@iFoodBrasil Quantidade ridícula de batata frita e não vale o preço. lamentável #decepcao #descaso,negative
@iFood Tava morrendo de vontade de comer churros e esse tava magistral! Matou a vontade  🤩 haha #sextou #comidaboa,positive
Vieram com bilhetinho fofo e o pad thai tava nota 10! Que atendimento ❤️ kkk @iFood #sextou #recomendo,positive
"Melhor bolo que já pedi no iFood. Demais, entregador muito educado @SushidaEsquina #perfeito #fome",positive
"@Almoco Pedi caldinho de feijão por falta de opção. Veio mediano, nada que me faça pedir de novo #ok #almoço",neutral
@ZehDelivery vieram com bilhetinho fofo e o burrito tava sublime! que atendimento ❤️ #amominhavida #perfeito,positive
"Sábado à noite pedi pizza margherita e não me arrependi! Sublime, chegou em 15 min. não vão se arrepender @RestauranteFavorito #amominhavida #comidaboa",positive
"sábado à noite pedi brigadeiro e não me arrependi! surpreendente, motoboy gente boa demais. vou pedir sempre @iFood #recomendo #comidaboa",positive
@PizzaFria Pad thai veio mal passado! Quase passei mal 😤 #descaso #indignado,negative
"dei mais uma chance pro empada deles e de novo veio sem condições. dessa vez é definitivo, lamentável @AtendimentoRuim #nuncaMais #descaso",negative
Pedi arroz carreteiro e veio marmitex. Inaceitável! péssimo atendimento @AtendimentoRuim #fome #nuncaMais,negative
"Bah, esse crepe é melhor que já comi! 😍😍 @Mcdonalds_BR #sextou #comidaboa",positive
"@Mcdonalds_BR Sábado à noite pedi risoto e não me arrependi! Perfeito, motoboy gente boa demais. vou pedir sempre #perfeito #delicia",positive
"não é ruim mas tbm não é bom. brigadeiro razoável, whatever kkkkk @iFood #ifood #comida",neutral
@SushidaEsquina Não esperava muito mas o churrasco no box me surpreendeu demais! Show  ❤️ #fome #amominhavida,positive
@PizzaFria Prato executivo com pimenta demais. Impossível comer #nuncaMais #procon,negative
"pizza top, delivery nota 10, preço justo  kkk @SushidaEsquina #recomendo #comidaboa",positive
@ProconSP Veio pouco de esfiha aberta e caro demais. lamentável #procon #decepcao,negative
"@iFoodBrasil Bicho, esse parmegiana é deplorável! lamentável #pessimo #nuncaMais",negative
Comi burrito e passei mal a noite toda. Dor de barriga terrível. 0 estrelas se pudesse @AtendimentoRuim #descaso #indignado,negative
@ProconSP Pedi empada e veio churrasco no box. Absurdo! 👎👎 #procon #descaso,negative
@Almoco Cuscuz até que tava bom mas entrega demorou. nada a declarar #delivery #ifood,neutral
Amigo indicou esse tapioca e realmente é magistral. já virou meu favorito @ZehDelivery #sextou #delicia,positive
@SushidaEsquina primeira vez pedindo marmitex aqui e já virou favorito. surreal! show de bola #delicia #comidaboa,positive
"Comida temperatura perfeita, nada vazou. Coxinha de cair o queixo! @ZehDelivery #sextou #delicia",positive
"@Mcdonalds_BR pizza 4 queijos top, veio rapidinho, barato pelo que entrega  #perfeito #sextou",positive
@ProconSP Comi cuscuz e passei mal a noite toda. Intoxicação alimentar. nunca mais peço #decepcao #pessimo,negative
